fname,labels
6e319748.wav,Chink_and_clink
6e3781d3.wav,Church_bell
6e3842e1.wav,Drawer_open_or_close
6e3dd372.wav,Knock
6e42a14b.wav,Purr
6e4332d4.wav,Cricket
6e43c799.wav,Frying_(food)
6e4b5065.wav,Writing
6e4ff67f.wav,"Marimba_and_xylophone,Glockenspiel"
6e5379ec.wav,Trickle_and_dribble
6e53dca8.wav,Computer_keyboard
6e5c3ccf.wav,Walk_and_footsteps
6e5ea69a.wav,Chewing_and_mastication
6e64c263.wav,Finger_snapping
6e6810e2.wav,Motorcycle
6e69824b.wav,Scissors
6e6b4255.wav,"Drip,Toilet_flush,Sink_(filling_or_washing)"
6e6c97f1.wav,"Fill_(with_liquid),Hiss,Trickle_and_dribble,Toilet_flush"
6e6f3282.wav,Raindrop
6e71142b.wav,Walk_and_footsteps
6e739d18.wav,Motorcycle
6e747f31.wav,Skateboard
6e74c0f5.wav,Mechanical_fan
6e77678e.wav,Bus
6e793d6a.wav,Race_car_and_auto_racing
6e7cf401.wav,Waves_and_surf
6e7ece39.wav,Female_singing
6e868150.wav,"Frying_(food),Trickle_and_dribble"
6e880d2d.wav,Trickle_and_dribble
6e8921b4.wav,Strum
6e8d3ea9.wav,Chink_and_clink
6e918ba7.wav,Knock
6e95a557.wav,Meow
6e975eb4.wav,Meow
6e9b1eaf.wav,Purr
6e9d1d1f.wav,"Whispering,Chewing_and_mastication"
6e9ed868.wav,Gong
6ea031f0.wav,Crackle
6ea47f7f.wav,Cupboard_open_or_close
6eaa247d.wav,Church_bell
6eaf3694.wav,Child_speech_and_kid_speaking
6eb05f18.wav,Marimba_and_xylophone
6eb232d0.wav,Yell
6eb3164f.wav,Marimba_and_xylophone
6eb5dabd.wav,Race_car_and_auto_racing
6eb972c0.wav,Burping_and_eructation
6eba2acb.wav,Harmonica
6ebe1fb4.wav,Clapping
6ec45f68.wav,Crackle
6ec7dbd0.wav,Child_speech_and_kid_speaking
6ec99f8a.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
6ed0341d.wav,Church_bell
6ed06ff7.wav,Church_bell
6edbd621.wav,Walk_and_footsteps
6edd0d7d.wav,Drawer_open_or_close
6eddbadc.wav,"Zipper_(clothing),Squeak,Meow"
6edef2e7.wav,Chewing_and_mastication
6ee1b978.wav,Crackle
6ee27770.wav,Accordion
6ee71c10.wav,Clapping
6ee8677f.wav,Keys_jangling
6ee9bc14.wav,Harmonica
6eef837d.wav,Sneeze
6ef17fbb.wav,Motorcycle
6ef1e763.wav,"Drip,Cutlery_and_silverware,Chink_and_clink"
6ef32bc9.wav,Tap
6ef76b22.wav,Cricket
6ef80329.wav,Bark
6efa70eb.wav,Sigh
6efbe0af.wav,Applause
6efbfa2d.wav,Accelerating_and_revving_and_vroom
6efe6380.wav,Chewing_and_mastication
6f026858.wav,Church_bell
6f036655.wav,Sneeze
6f0854f8.wav,Gurgling
6f0b503c.wav,Tap
6f0d5ff3.wav,Hi-hat
6f0e28cf.wav,Waves_and_surf
6f10e940.wav,Crowd
6f13fcc4.wav,Drawer_open_or_close
6f1d5851.wav,Keys_jangling
6f1ee2a9.wav,Bathtub_(filling_or_washing)
6f261b83.wav,Male_singing
6f27c5ef.wav,Raindrop
6f282ddd.wav,Fart
6f34a648.wav,Screaming
6f3e2f68.wav,Run
6f3f8bcc.wav,Bark
6f4132f6.wav,Electric_guitar
6f4857c5.wav,Raindrop
6f58f0d9.wav,Purr
6f63c6db.wav,"Finger_snapping,Clapping"
6f65f552.wav,Church_bell
6f669e5b.wav,Crowd
6f69648e.wav,Bathtub_(filling_or_washing)
6f6e6a54.wav,Fart
6f761c35.wav,Traffic_noise_and_roadway_noise
6f7cb5bd.wav,"Water_tap_and_faucet,Drip,Frying_(food),Toilet_flush,Sink_(filling_or_washing)"
6f7e924f.wav,Waves_and_surf
6f7e9a79.wav,Motorcycle
6f7ff3b3.wav,Acoustic_guitar
6f853462.wav,Accordion
6f8d2774.wav,"Purr,Squeak"
6f8dab3f.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
6f922826.wav,Meow
6f960f3a.wav,Computer_keyboard
6f96c7b3.wav,Screaming
6f96fc0a.wav,Acoustic_guitar
6f9a43ad.wav,Clapping
6f9c1bff.wav,Raindrop
6fa01812.wav,"Gasp,Fill_(with_liquid),Burping_and_eructation,Sigh"
6fa7a93d.wav,Mechanical_fan
6faee9b5.wav,Skateboard
6fb5b824.wav,"Tap,Applause"
6fbbba2f.wav,"Fart,Screaming"
6fbd7486.wav,Harmonica
6fc50362.wav,Slam
6fc61aa0.wav,Accelerating_and_revving_and_vroom
6fc6a826.wav,Shatter
6fc91b21.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware,Scissors"
6fcc39c7.wav,Bathtub_(filling_or_washing)
6fd9c292.wav,Skateboard
6fda3f95.wav,Waves_and_surf
6fdec95a.wav,"Stream,Trickle_and_dribble"
6fe3dd74.wav,"Strum,Electric_guitar"
6fe4c087.wav,Acoustic_guitar
6fe98a10.wav,Knock
6fea5119.wav,Stream
6feb4b22.wav,Chink_and_clink
6fed1aa8.wav,Clapping
6ff1895d.wav,Trickle_and_dribble
6ff83bc3.wav,Trickle_and_dribble
6ff9a3b7.wav,Mechanical_fan
6fffc45e.wav,Car_passing_by
7000950d.wav,Meow
7002bf35.wav,Female_singing
70030866.wav,Frying_(food)
70051aab.wav,Motorcycle
70070bd3.wav,Scissors
700c7761.wav,Cheering
70101107.wav,Harmonica
70129fd2.wav,Meow
70141cbb.wav,Crackle
70145c60.wav,Walk_and_footsteps
70147441.wav,Accordion
70148ee4.wav,Slam
701dd164.wav,Clapping
702001e3.wav,"Car_passing_by,Buzz"
7027ca23.wav,Male_speech_and_man_speaking
702cfc7a.wav,Bathtub_(filling_or_washing)
702d552e.wav,Accordion
7034633b.wav,Crackle
70382362.wav,Mechanical_fan
703ac398.wav,Finger_snapping
703afec9.wav,Bus
703f58ff.wav,Bathtub_(filling_or_washing)
70418af4.wav,"Skateboard,Keys_jangling"
704491d4.wav,"Marimba_and_xylophone,Glockenspiel"
7045a056.wav,Meow
7046bd86.wav,Stream
70488366.wav,Run
705750ae.wav,Acoustic_guitar
7057721c.wav,Female_speech_and_woman_speaking
705acb9c.wav,"Cupboard_open_or_close,Knock"
705c2d27.wav,Knock
705dca10.wav,Bus
70632a79.wav,Electric_guitar
70660159.wav,Whispering
7067171d.wav,Chink_and_clink
707b3d9a.wav,Screaming
707df101.wav,"Computer_keyboard,Dishes_and_pots_and_pans,Cutlery_and_silverware"
70833c36.wav,"Fill_(with_liquid),Drip,Toilet_flush"
70845507.wav,Drawer_open_or_close
708a30ec.wav,Accordion
708af4d2.wav,Cupboard_open_or_close
70a5a75e.wav,Male_singing
70aabeca.wav,Walk_and_footsteps
70ae2711.wav,Crackle
70b23f04.wav,Bass_drum
70b4b86c.wav,Drawer_open_or_close
70bbefba.wav,Bathtub_(filling_or_washing)
70bc1926.wav,Mechanical_fan
70bc2fc7.wav,Bathtub_(filling_or_washing)
70bcb7d8.wav,Bass_drum
70c41d28.wav,Bass_drum
70c680b0.wav,Stream
70c7585f.wav,Cheering
70ca6a37.wav,Fart
70cc1efe.wav,Trickle_and_dribble
70cd0102.wav,Bathtub_(filling_or_washing)
70d010f7.wav,Cricket
70d0fb18.wav,Slam
70df33da.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
70e362a3.wav,Applause
70e76565.wav,Run
70ebc6ff.wav,Accordion
70f43364.wav,Skateboard
70fc2132.wav,Chirp_and_tweet
7104e89e.wav,Raindrop
7108b0f3.wav,"Zipper_(clothing),Buzz"
710c079a.wav,"Water_tap_and_faucet,Microwave_oven"
710e1331.wav,Bathtub_(filling_or_washing)
71114c19.wav,Cricket
711ad1fe.wav,Scissors
711fa622.wav,Marimba_and_xylophone
7120eefe.wav,Bus
7122b9f5.wav,Purr
7124c458.wav,Gong
712c1e2a.wav,"Zipper_(clothing),Fart,Buzz"
71345ef6.wav,Hiss
713880d9.wav,Crackle
713fd222.wav,Acoustic_guitar
713fd870.wav,Applause
7140d121.wav,Glockenspiel
714250eb.wav,Crowd
7145c070.wav,Hi-hat
714a2789.wav,Shatter
714bb0f4.wav,Accelerating_and_revving_and_vroom
714c56ae.wav,Gasp
714dd553.wav,Bark
71504011.wav,Sneeze
715787b2.wav,Accelerating_and_revving_and_vroom
715a32d2.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
715d7ce9.wav,Harmonica
7160d0e1.wav,Hi-hat
7163a508.wav,Bus
71736036.wav,Electric_guitar
7173a004.wav,Burping_and_eructation
71740175.wav,Clapping
717583a1.wav,Run
717c051c.wav,Meow
717f095b.wav,Stream
71801013.wav,Acoustic_guitar
71891c72.wav,Slam
71893260.wav,Trickle_and_dribble
718acb20.wav,Fill_(with_liquid)
718f33e2.wav,Gong
7198f50b.wav,Acoustic_guitar
71993bf0.wav,"Car_passing_by,Race_car_and_auto_racing"
719c14cb.wav,Female_singing
719f6f62.wav,Car_passing_by
71a08fcc.wav,Stream
71a4a50e.wav,Stream
71ab9d11.wav,Keys_jangling
71b37c72.wav,Male_singing
71b9dd7d.wav,Walk_and_footsteps
71ba9374.wav,Screaming
71be048b.wav,Sneeze
71c16fff.wav,Keys_jangling
71c4ed46.wav,Accelerating_and_revving_and_vroom
71cef07f.wav,Gasp
71cf06fb.wav,Computer_keyboard
71cf0b16.wav,Accelerating_and_revving_and_vroom
71d9edec.wav,Tap
71dcf685.wav,Gong
71e20ac2.wav,Drip
71e374d9.wav,Drawer_open_or_close
71e3e79e.wav,Hiss
71eee0c4.wav,Accordion
71f13887.wav,Bathtub_(filling_or_washing)
71f589ea.wav,Printer
71fc7db6.wav,Burping_and_eructation
71fff736.wav,Bus
720179a3.wav,Cheering
7209f8f7.wav,Mechanical_fan
720ab398.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
72159578.wav,"Computer_keyboard,Scissors"
721c8c8d.wav,Raindrop
721d8510.wav,"Whispering,Sneeze"
721da17c.wav,"Shatter,Chink_and_clink"
721ed2bc.wav,Burping_and_eructation
721f8925.wav,Bark
7226180c.wav,Screaming
722707d5.wav,Child_speech_and_kid_speaking
7227e7ef.wav,Computer_keyboard
722d4ac6.wav,"Bass_drum,Hi-hat"
72301622.wav,Buzz
72325421.wav,Crackle
72334d9c.wav,Chink_and_clink
72338987.wav,Yell
7236b717.wav,Cheering
723be265.wav,Chirp_and_tweet
723d8127.wav,Run
723dc533.wav,"Keys_jangling,Scissors"
723f8824.wav,Drip
7240e2df.wav,Sigh
7242e672.wav,Mechanical_fan
7247a84e.wav,Slam
724af9a3.wav,Mechanical_fan
724d3503.wav,Yell
724ec3f5.wav,Gurgling
725eb347.wav,Harmonica
7263f2c4.wav,Accordion
726536de.wav,Cupboard_open_or_close
72676615.wav,Child_speech_and_kid_speaking
7269ab6a.wav,Mechanical_fan
72726f08.wav,Zipper_(clothing)
727c6a68.wav,Walk_and_footsteps
72818cd4.wav,"Squeak,Chink_and_clink"
72820d6e.wav,Marimba_and_xylophone
728215f6.wav,"Water_tap_and_faucet,Toilet_flush"
728dc648.wav,Bass_guitar
729556cb.wav,Yell
7296a3e2.wav,Sigh
7298ced1.wav,Bathtub_(filling_or_washing)
729e63ad.wav,"Bass_drum,Hi-hat"
72a2fbb0.wav,Tick-tock
72a2fe6a.wav,Burping_and_eructation
72a5e563.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
72a68fda.wav,"Tap,Cupboard_open_or_close"
72a8f807.wav,Mechanical_fan
72a9c6f5.wav,Hi-hat
72ac9cfe.wav,Accordion
72b13e29.wav,Frying_(food)
72b16579.wav,Tap
72b1e60f.wav,"Bark,Microwave_oven"
72b63dcd.wav,"Marimba_and_xylophone,Glockenspiel"
72b740a8.wav,Male_singing
72b9ebdc.wav,Cheering
72bd749d.wav,Race_car_and_auto_racing
72bf1efa.wav,Hiss
72c1116a.wav,Motorcycle
72c27963.wav,Writing
72c6c509.wav,Bark
72d002fa.wav,"Cheering,Crowd"
72d23e81.wav,Mechanical_fan
72d415e7.wav,Microwave_oven
72d6f791.wav,Harmonica
72dad9df.wav,Drawer_open_or_close
72dd8bdf.wav,"Whispering,Purr"
72e48d7a.wav,Gurgling
72e4ec04.wav,Male_speech_and_man_speaking
72e53126.wav,Gong
72e5cffc.wav,Scissors
72e65b7d.wav,Cricket
72e77988.wav,Yell
72eca147.wav,Bicycle_bell
72f24687.wav,"Stream,Trickle_and_dribble"
72f486fd.wav,"Male_singing,Printer"
72f5ce2a.wav,"Yell,Toilet_flush"
72f960d8.wav,Harmonica
72fbad46.wav,Accordion
72fe0d20.wav,Traffic_noise_and_roadway_noise
72ff5b81.wav,Female_speech_and_woman_speaking
7300af6f.wav,Acoustic_guitar
73087889.wav,Hiss
730b4414.wav,Sink_(filling_or_washing)
730b557f.wav,Microwave_oven
730d1162.wav,Buzz
730f2da4.wav,Computer_keyboard
7311d2c2.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
7312b0ee.wav,Stream
7312ef07.wav,Bathtub_(filling_or_washing)
731bb541.wav,Cupboard_open_or_close
731c2697.wav,Run
731eec15.wav,Skateboard
732426c0.wav,Zipper_(clothing)
732d5a6b.wav,Bass_guitar
732e3e7f.wav,Trickle_and_dribble
732fd417.wav,Knock
733f5612.wav,"Bicycle_bell,Church_bell"
73423ab6.wav,Gong
73467127.wav,Drip
7346daf9.wav,Clapping
734991b0.wav,Cricket
734b03bc.wav,Bark
734b6c55.wav,Sigh
734db575.wav,Race_car_and_auto_racing
7351dfad.wav,"Child_speech_and_kid_speaking,Drawer_open_or_close"
7367f4d6.wav,"Gasp,Sneeze"
736964fe.wav,"Bass_drum,Hi-hat"
736ad422.wav,"Squeak,Scissors"
736c641b.wav,Male_singing
73707598.wav,Purr
7370e7f0.wav,Frying_(food)
73750518.wav,"Race_car_and_auto_racing,Fart"
737a3a55.wav,Bathtub_(filling_or_washing)
737d5500.wav,Female_singing
73869f78.wav,Stream
7387d0a8.wav,Bass_guitar
7389a709.wav,Scissors
738d2134.wav,Gong
738dd856.wav,Microwave_oven
738eab6b.wav,Drawer_open_or_close
7391dd80.wav,Whispering
73951b5e.wav,Finger_snapping
739998e1.wav,"Whispering,Sigh"
739c8d8e.wav,Waves_and_surf
739f1d85.wav,Fill_(with_liquid)
73a2a3bf.wav,Motorcycle
73a2f946.wav,Gong
73a32404.wav,Skateboard
73a53003.wav,Finger_snapping
73a8178b.wav,Raindrop
73a91eae.wav,Bark
73ac7977.wav,"Computer_keyboard,Keys_jangling"
73ad7b35.wav,"Car_passing_by,Accelerating_and_revving_and_vroom"
73aea1a0.wav,Buzz
73b62deb.wav,"Cupboard_open_or_close,Drawer_open_or_close"
73b73151.wav,"Fart,Sneeze"
73bf543b.wav,Crowd
73bfc028.wav,"Stream,Trickle_and_dribble"
73c2ab0b.wav,Child_speech_and_kid_speaking
73c433c5.wav,Squeak
73c4976d.wav,Male_singing
73c6ffcc.wav,Crowd
73c7dcd8.wav,Electric_guitar
73c97709.wav,Race_car_and_auto_racing
73cc993a.wav,Bark
73cf3db8.wav,Bass_guitar
73cfe38b.wav,Marimba_and_xylophone
73d309eb.wav,Cheering
73d3896d.wav,Child_speech_and_kid_speaking
73d484ca.wav,"Car_passing_by,Cheering"
73d8a8ab.wav,"Writing,Buzz"
73d9f316.wav,Scissors
73dd67a4.wav,Male_singing
73dde91f.wav,Buzz
73e32d74.wav,Drip
73f7410c.wav,Tick-tock
73f9872a.wav,Tick-tock
73fe5c98.wav,Frying_(food)
73ffa53a.wav,"Strum,Electric_guitar"
73fffae2.wav,Stream
7401db0f.wav,"Applause,Crowd"
74037a7f.wav,Trickle_and_dribble
74064d2a.wav,Run
7408b18d.wav,Harmonica
740c033f.wav,Race_car_and_auto_racing
740c43b3.wav,Yell
741875b2.wav,Cheering
741c1d10.wav,Burping_and_eructation
741da6ac.wav,Bass_guitar
74250e6e.wav,Race_car_and_auto_racing
7427d6ff.wav,Printer
742856e1.wav,Bicycle_bell
74299a83.wav,Gasp
742a9d49.wav,Cupboard_open_or_close
742de709.wav,"Bass_drum,Hi-hat"
74321e62.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
74354b92.wav,Computer_keyboard
7438e727.wav,Yell
743974f4.wav,Squeak
743f7c76.wav,Acoustic_guitar
74407609.wav,Child_speech_and_kid_speaking
7443250b.wav,Skateboard
744480e3.wav,"Tap,Drawer_open_or_close,Clapping"
74476e15.wav,Bass_drum
7449675d.wav,Knock
7449b8f1.wav,Accelerating_and_revving_and_vroom
744a3ad4.wav,Bark
744a73be.wav,Clapping
744bcca0.wav,Glockenspiel
744c1564.wav,Chirp_and_tweet
744fbaa1.wav,Traffic_noise_and_roadway_noise
7450508f.wav,Stream
74522262.wav,Slam
7453e040.wav,Skateboard
745aaad0.wav,"Male_singing,Crowd"
745f5244.wav,Computer_keyboard
7460fc8b.wav,Screaming
7463ef64.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)"
74652ae9.wav,Meow
74659c70.wav,Child_speech_and_kid_speaking
746dabb9.wav,Skateboard
746e0ee4.wav,Squeak
7473a83f.wav,Acoustic_guitar
74754ccb.wav,Accelerating_and_revving_and_vroom
74774190.wav,Knock
74784ee6.wav,Chewing_and_mastication
747aac01.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
74821d1d.wav,Drawer_open_or_close
7484d975.wav,"Bark,Writing,Bicycle_bell,Squeak,Sneeze"
7486e0cc.wav,Printer
748f09d4.wav,Sneeze
74911bd0.wav,Gurgling
74930961.wav,Harmonica
7498ca8e.wav,Microwave_oven
749989da.wav,Chirp_and_tweet
749e6362.wav,Skateboard
74a31469.wav,Accelerating_and_revving_and_vroom
74a63600.wav,Computer_keyboard
74b4de52.wav,Cricket
74b7b200.wav,"Whispering,Keys_jangling"
74bdcb34.wav,Cupboard_open_or_close
74bed8a5.wav,Chink_and_clink
74bf1d4e.wav,"Fart,Finger_snapping"
74c39568.wav,Bark
74d59a60.wav,Hiss
74d61046.wav,Gasp
74e23ed3.wav,Accelerating_and_revving_and_vroom
74e3f8ff.wav,Squeak
74e5b92c.wav,Female_singing
74e70eb6.wav,Male_speech_and_man_speaking
74eb1db9.wav,Chewing_and_mastication
74ebfab9.wav,Tick-tock
74ef4a93.wav,Harmonica
74f10c84.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware,Scissors"
74f1a328.wav,Bus
74f21fd0.wav,Church_bell
74f340b7.wav,Cupboard_open_or_close
74f41ca6.wav,Meow
74f6a931.wav,Cricket
74f8ba98.wav,Waves_and_surf
74f96142.wav,"Shatter,Computer_keyboard,Tap,Sink_(filling_or_washing)"
74fa35ab.wav,Female_speech_and_woman_speaking
7504784d.wav,Female_singing
75076738.wav,Bass_guitar
750b4fed.wav,Slam
750c435b.wav,"Strum,Acoustic_guitar"
750d204a.wav,Applause
7518fe44.wav,Stream
75193588.wav,Mechanical_fan
751b01c8.wav,Mechanical_fan
751d49ac.wav,Screaming
751d72a9.wav,Bicycle_bell
751ee16a.wav,Yell
7520a7a3.wav,"Applause,Male_speech_and_man_speaking"
752d3ca5.wav,Bus
752f7ced.wav,Purr
753421e2.wav,Yell
7534bcf8.wav,"Water_tap_and_faucet,Drip,Sink_(filling_or_washing)"
7537eaaa.wav,"Sneeze,Clapping"
753a7fcd.wav,Buzz
753affbf.wav,Raindrop
753ca4b4.wav,"Car_passing_by,Knock"
753dc522.wav,"Cricket,Hiss"
753de30a.wav,Crowd
7542ca09.wav,Buzz
7542ce01.wav,Car_passing_by
754520df.wav,Accordion
75454c31.wav,Keys_jangling
754a723f.wav,Cheering
754c348c.wav,Male_speech_and_man_speaking
75522cbe.wav,"Frying_(food),Trickle_and_dribble"
7553b7fb.wav,Cricket
75584090.wav,Purr
75591437.wav,Frying_(food)
755b957f.wav,Chink_and_clink
755e610b.wav,"Gasp,Bathtub_(filling_or_washing)"
756164f1.wav,Hiss
7562304f.wav,Screaming
756895c2.wav,Bark
7570e0d0.wav,Slam
75748f07.wav,Keys_jangling
7578a1bb.wav,Drawer_open_or_close
7579c905.wav,Hiss
7579df98.wav,Bass_guitar
757d4ba9.wav,Strum
7582e7ce.wav,Crackle
7583571b.wav,"Electric_guitar,Gong"
758593e8.wav,Gasp
75875b02.wav,Bus
758f8cc5.wav,Shatter
7591d990.wav,Shatter
759538e6.wav,Tap
7597916c.wav,Run
7597e991.wav,Motorcycle
759ae729.wav,Chewing_and_mastication
759bf260.wav,"Male_singing,Crowd"
759ce550.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware"
75a38eaa.wav,"Writing,Whispering,Chewing_and_mastication"
75a53a82.wav,Writing
75b35d94.wav,Drawer_open_or_close
75b58d79.wav,Chink_and_clink
75b61be1.wav,"Marimba_and_xylophone,Glockenspiel"
75b83cbb.wav,Meow
75b89fb2.wav,Hiss
75bc938c.wav,Hiss
75be5b00.wav,Strum
75c89e46.wav,Raindrop
75ca2c21.wav,Printer
75cbed15.wav,Keys_jangling
75cf2e24.wav,Accelerating_and_revving_and_vroom
75cfead0.wav,"Zipper_(clothing),Bark"
75d20808.wav,"Whispering,Chewing_and_mastication"
75d4803e.wav,Slam
75da66d6.wav,Buzz
75dc6794.wav,Fill_(with_liquid)
75dd6926.wav,Sink_(filling_or_washing)
75dfc998.wav,Bicycle_bell
75e59cd5.wav,Slam
75e62667.wav,Squeak
75e7de52.wav,Tick-tock
75ec2878.wav,Cheering
75ee675a.wav,Motorcycle
75efead8.wav,Shatter
75f04ad0.wav,"Male_singing,Screaming"
75f29244.wav,Bicycle_bell
75f4c6a3.wav,Drawer_open_or_close
75fa52fe.wav,Water_tap_and_faucet
760677d0.wav,Glockenspiel
76092a08.wav,Accordion
760939ad.wav,Crowd
760aed35.wav,Cricket
760e4ccd.wav,Walk_and_footsteps
76108a8c.wav,Cheering
7610a92a.wav,Meow
7616b38e.wav,Bus
76177f06.wav,Clapping
7618b05b.wav,Meow
7619bfff.wav,Scissors
7619ff67.wav,Sneeze
761a5592.wav,Male_singing
761fbb01.wav,Sigh
761fd69e.wav,Knock
7634c29d.wav,Purr
763c5006.wav,Tick-tock
764118e7.wav,Frying_(food)
764a0539.wav,Cricket
764df46d.wav,Motorcycle
76510c7d.wav,Burping_and_eructation
765666e0.wav,"Strum,Electric_guitar"
76648d0b.wav,Male_speech_and_man_speaking
7664b45f.wav,Raindrop
7667d6db.wav,"Strum,Electric_guitar"
766a397a.wav,Slam
766ca662.wav,Trickle_and_dribble
766e5b34.wav,Knock
766f48f8.wav,Sink_(filling_or_washing)
767068fa.wav,Sneeze
7670c2d6.wav,Traffic_noise_and_roadway_noise
767602ee.wav,Tap
767b8f3a.wav,Keys_jangling
767eaae4.wav,Chewing_and_mastication
76804579.wav,Frying_(food)
7684a855.wav,Bass_drum
7685f1da.wav,Female_singing
76862d7e.wav,Computer_keyboard
7686dcb2.wav,Bathtub_(filling_or_washing)
7688682c.wav,Meow
768a12d8.wav,Stream
768b5b0d.wav,Fart
768e0e8a.wav,Printer
768ffea2.wav,"Cupboard_open_or_close,Drawer_open_or_close"
7694e5e1.wav,"Zipper_(clothing),Fill_(with_liquid),Sink_(filling_or_washing)"
76965612.wav,"Gasp,Sneeze"
76982f57.wav,Meow
769aeab0.wav,Crowd
769d131d.wav,Race_car_and_auto_racing
76a089ff.wav,Chewing_and_mastication
76a49832.wav,Microwave_oven
76a94b70.wav,"Mechanical_fan,Traffic_noise_and_roadway_noise"
76adb6a5.wav,Scissors
76b2dba8.wav,Acoustic_guitar
76b75b10.wav,Hi-hat
76b7e31b.wav,"Zipper_(clothing),Squeak"
76bc3f79.wav,Female_singing
76c9958e.wav,Buzz
76caa793.wav,Sneeze
76ccf020.wav,Race_car_and_auto_racing
76ce0ce8.wav,Electric_guitar
76d3ef77.wav,Burping_and_eructation
76d4861a.wav,Run
76d652c4.wav,Toilet_flush
76d7d622.wav,Tap
76da3129.wav,Knock
76daca97.wav,"Writing,Scissors"
76db1785.wav,Male_singing
76e00008.wav,Fill_(with_liquid)
76e333dc.wav,Frying_(food)
76e4bf58.wav,Raindrop
76e7cd4e.wav,Yell
76e8776f.wav,"Drip,Trickle_and_dribble"
76e91606.wav,Keys_jangling
76ea05eb.wav,Whispering
76eafc7e.wav,Sigh
76ef2c9e.wav,Tick-tock
76f8debf.wav,Tap
76fa2297.wav,Acoustic_guitar
76ff6ec9.wav,Drawer_open_or_close
7706468d.wav,Purr
770b37d8.wav,Bass_drum
770e51d3.wav,Chirp_and_tweet
7712fc47.wav,"Gasp,Sneeze"
7713c3a2.wav,Bark
7714953e.wav,Skateboard
77149899.wav,"Shatter,Knock"
77197f69.wav,Accelerating_and_revving_and_vroom
771ad09f.wav,Bus
771b631b.wav,Shatter
771f6fa2.wav,Drawer_open_or_close
7722cc61.wav,Gurgling
77247502.wav,Sigh
7724974e.wav,Female_speech_and_woman_speaking
77273e0c.wav,Crackle
772fdfd4.wav,Accelerating_and_revving_and_vroom
773350a2.wav,Printer
773420ca.wav,Car_passing_by
773a7e68.wav,Traffic_noise_and_roadway_noise
773b0611.wav,"Zipper_(clothing),Squeak,Sigh,Chewing_and_mastication,Crackle"
773b9888.wav,Run
774068a3.wav,Male_singing
7745a6c0.wav,Writing
7746f3e6.wav,Slam
77480bfe.wav,Race_car_and_auto_racing
77486de8.wav,Accelerating_and_revving_and_vroom
774bc75c.wav,"Tick-tock,Keys_jangling"
774d0597.wav,Child_speech_and_kid_speaking
774ec24c.wav,Purr
77510462.wav,Bicycle_bell
7758b816.wav,Buzz
775c14cc.wav,Raindrop
77607c5a.wav,Drip
776274eb.wav,Chirp_and_tweet
776cdbe9.wav,Crackle
776d303d.wav,Chirp_and_tweet
7771a198.wav,Printer
77725736.wav,Child_speech_and_kid_speaking
7773778d.wav,Tick-tock
7773c1ca.wav,Cheering
777798a3.wav,Race_car_and_auto_racing
777d2725.wav,Sneeze
777f79d6.wav,Female_speech_and_woman_speaking
777faa6a.wav,Gurgling
777ff6e5.wav,Hiss
77801282.wav,Cheering
77840819.wav,Accordion
7785e710.wav,Accordion
7786208b.wav,Yell
778c1cc7.wav,Motorcycle
778d2198.wav,Strum
778faac4.wav,Car_passing_by
7790faad.wav,Female_singing
779873d2.wav,Bathtub_(filling_or_washing)
77a2984f.wav,"Gasp,Fill_(with_liquid),Burping_and_eructation,Sigh,Sink_(filling_or_washing)"
77a8ce33.wav,Shatter
77a9cdf5.wav,Microwave_oven
77b14052.wav,Cupboard_open_or_close
77b2980a.wav,Burping_and_eructation
77b59f4e.wav,Drawer_open_or_close
77bccbd1.wav,Motorcycle
77c3cdfa.wav,Chink_and_clink
77c61264.wav,Race_car_and_auto_racing
77cb8587.wav,Walk_and_footsteps
77ccba2b.wav,Gasp
77d30b0c.wav,Frying_(food)
77da43c0.wav,Slam
77ddd79f.wav,Cheering
77df4e4b.wav,Toilet_flush
77df6884.wav,Purr
77e09f88.wav,"Zipper_(clothing),Writing,Squeak"
77e69f43.wav,Screaming
77ebae23.wav,"Accordion,Harmonica"
77ed4f9c.wav,Motorcycle
77edec89.wav,Bark
77f4811b.wav,Traffic_noise_and_roadway_noise
77faf514.wav,Car_passing_by
77fc5319.wav,Yell
77fdec7c.wav,Bus
780591f3.wav,Strum
78069f79.wav,Yell
780ccc3a.wav,Church_bell
780fcaf0.wav,Drip
7810c6e0.wav,Gurgling
78120180.wav,"Strum,Electric_guitar"
78157151.wav,Female_speech_and_woman_speaking
781a5a62.wav,Slam
781cf974.wav,Fart
782af072.wav,Chink_and_clink
7839de66.wav,Finger_snapping
783aa51d.wav,Chewing_and_mastication
783b9a80.wav,"Shatter,Chink_and_clink"
783fe8c4.wav,Knock
